stages,map,team,player_name,player_steamid,side,Kills,Assists,Deaths,Smokes Thrown,Molotovs Thrown,Grenades
Quarterfinals,Inferno,Natus Vincere,iM,76561198050250233,Terrorist,10.0,3.0,13.0,3.0,0.0,0.0
Quarterfinals,Inferno,Natus Vincere,iM,76561198050250233,Both,24.0,7.0,18.0,14.0,7.0,3.0
Quarterfinals,Inferno,Natus Vincere,makazze,76561199076189612,Counter Terrorist,8.0,5.0,10.0,6.0,15.0,10.0
Quarterfinals,Inferno,Natus Vincere,makazze,76561199076189612,Terrorist,9.0,2.0,14.0,4.0,2.0,1.0
Quarterfinals,Inferno,Natus Vincere,makazze,76561199076189612,Both,17.0,7.0,24.0,10.0,17.0,11.0
Quarterfinals,Inferno,Natus Vincere,w0nderful,76561199063068840,Counter Terrorist,9.0,5.0,7.0,2.0,10.0,4.0
Quarterfinals,Inferno,Natus Vincere,w0nderful,76561199063068840,Terrorist,7.0,4.0,11.0,2.0,1.0,1.0
Quarterfinals,Inferno,Natus Vincere,w0nderful,76561199063068840,Both,16.0,9.0,18.0,4.0,11.0,5.0
Quarterfinals,Mirage,FURIA Esports,FalleN,76561197960690195,Counter Terrorist,5.0,2.0,11.0,3.0,3.0,1.0
Quarterfinals,Mirage,FURIA Esports,FalleN,76561197960690195,Terrorist,0.0,2.0,6.0,1.0,0.0,0.0
Quarterfinals,Mirage,FURIA Esports,FalleN,76561197960690195,Both,5.0,4.0,17.0,4.0,3.0,1.0
Quarterfinals,Mirage,FURIA Esports,KSCERATO,76561198058500492,Counter Terrorist,12.0,0.0,12.0,2.0,1.0,2.0
Quarterfinals,Mirage,FURIA Esports,KSCERATO,76561198058500492,Terrorist,3.0,1.0,6.0,0.0,0.0,0.0
Quarterfinals,Mirage,FURIA Esports,KSCERATO,76561198058500492,Both,15.0,1.0,18.0,2.0,1.0,2.0
Quarterfinals,Mirage,FURIA Esports,YEKINDAR,76561198134401925,Counter Terrorist,9.0,4.0,11.0,3.0,6.0,0.0
Quarterfinals,Mirage,FURIA Esports,YEKINDAR,76561198134401925,Terrorist,2.0,2.0,6.0,0.0,0.0,0.0
Quarterfinals,Mirage,FURIA Esports,YEKINDAR,76561198134401925,Both,11.0,6.0,17.0,3.0,6.0,0.0
Quarterfinals,Mirage,FURIA Esports,molodoy,76561198200982290,Counter Terrorist,4.0,4.0,12.0,0.0,4.0,0.0
Quarterfinals,Mirage,FURIA Esports,molodoy,76561198200982290,Terrorist,7.0,0.0,5.0,0.0,0.0,0.0
Quarterfinals,Mirage,FURIA Esports,molodoy,76561198200982290,Both,11.0,4.0,17.0,0.0,4.0,0.0
Quarterfinals,Mirage,FURIA Esports,yuurih,76561198164970560,Counter Terrorist,8.0,1.0,11.0,6.0,3.0,3.0
Quarterfinals,Mirage,FURIA Esports,yuurih,76561198164970560,Terrorist,2.0,1.0,5.0,0.0,0.0,0.0
Quarterfinals,Mirage,FURIA Esports,yuurih,76561198164970560,Both,10.0,2.0,16.0,6.0,3.0,3.0
Quarterfinals,Mirage,Natus Vincere,Aleksib,76561198013243326,Counter Terrorist,7.0,1.0,1.0,2.0,1.0,0.0
Quarterfinals,Mirage,Natus Vincere,Aleksib,76561198013243326,Terrorist,6.0,6.0,6.0,6.0,4.0,2.0
Quarterfinals,Mirage,Natus Vincere,Aleksib,76561198013243326,Both,13.0,7.0,7.0,8.0,5.0,2.0
Quarterfinals,Mirage,Natus Vincere,b1t,76561198246607476,Counter Terrorist,5.0,2.0,4.0,2.0,0.0,0.0
Quarterfinals,Mirage,Natus Vincere,b1t,76561198246607476,Terrorist,13.0,1.0,6.0,4.0,2.0,1.0
Quarterfinals,Mirage,Natus Vincere,b1t,76561198246607476,Both,18.0,3.0,10.0,6.0,2.0,1.0
Quarterfinals,Mirage,Natus Vincere,iM,76561198050250233,Counter Terrorist,5.0,1.0,2.0,0.0,2.0,0.0
Quarterfinals,Mirage,Natus Vincere,iM,76561198050250233,Terrorist,15.0,5.0,9.0,2.0,2.0,1.0
Quarterfinals,Mirage,Natus Vincere,iM,76561198050250233,Both,20.0,6.0,11.0,2.0,4.0,1.0
Quarterfinals,Mirage,Natus Vincere,makazze,76561199076189612,Counter Terrorist,7.0,3.0,2.0,1.0,3.0,0.0
Quarterfinals,Mirage,Natus Vincere,makazze,76561199076189612,Terrorist,7.0,2.0,10.0,5.0,0.0,1.0
Quarterfinals,Mirage,Natus Vincere,makazze,76561199076189612,Both,14.0,5.0,12.0,6.0,3.0,1.0
Quarterfinals,Mirage,Natus Vincere,w0nderful,76561199063068840,Counter Terrorist,4.0,2.0,5.0,0.0,0.0,0.0
Quarterfinals,Mirage,Natus Vincere,w0nderful,76561199063068840,Terrorist,16.0,3.0,7.0,3.0,4.0,3.0
Quarterfinals,Mirage,Natus Vincere,w0nderful,76561199063068840,Both,20.0,5.0,12.0,3.0,4.0,3.0
Quarterfinals,Mirage,Team Vitality,ZywOo,76561198113666193,Counter Terrorist,11.0,3.0,8.0,5.0,5.0,0.0
Quarterfinals,Mirage,Team Vitality,ZywOo,76561198113666193,Terrorist,15.0,1.0,1.0,0.0,0.0,0.0
Quarterfinals,Mirage,Team Vitality,ZywOo,76561198113666193,Both,26.0,4.0,9.0,5.0,5.0,0.0
Quarterfinals,Mirage,Team Vitality,apEX,76561197989744167,Counter Terrorist,6.0,4.0,8.0,3.0,5.0,2.0
Quarterfinals,Mirage,Team Vitality,apEX,76561197989744167,Terrorist,0.0,1.0,5.0,0.0,0.0,0.0
Quarterfinals,Mirage,Team Vitality,apEX,76561197989744167,Both,6.0,5.0,13.0,3.0,5.0,2.0
Quarterfinals,Mirage,Team Vitality,flameZ,76561197978835160,Counter Terrorist,12.0,1.0,8.0,4.0,3.0,4.0
Quarterfinals,Mirage,Team Vitality,flameZ,76561197978835160,Terrorist,4.0,2.0,5.0,2.0,0.0,0.0
Quarterfinals,Mirage,Team Vitality,flameZ,76561197978835160,Both,16.0,3.0,13.0,6.0,3.0,4.0
Quarterfinals,Mirage,Team Vitality,mezii,76561197973140692,Counter Terrorist,14.0,2.0,6.0,4.0,7.0,3.0
Quarterfinals,Mirage,Team Vitality,mezii,76561197973140692,Terrorist,5.0,1.0,6.0,1.0,0.0,0.0
Quarterfinals,Mirage,Team Vitality,mezii,76561197973140692,Both,19.0,3.0,12.0,5.0,7.0,3.0
Quarterfinals,Mirage,Team Vitality,ropz,76561197991272318,Counter Terrorist,7.0,4.0,6.0,3.0,3.0,0.0
Quarterfinals,Mirage,Team Vitality,ropz,76561197991272318,Terrorist,5.0,1.0,4.0,0.0,0.0,0.0
Quarterfinals,Mirage,Team Vitality,ropz,76561197991272318,Both,12.0,5.0,10.0,3.0,3.0,0.0
Quarterfinals,Mirage,The MongolZ,910,76561199203563345,Counter Terrorist,4.0,0.0,6.0,0.0,0.0,0.0
Quarterfinals,Mirage,The MongolZ,910,76561199203563345,Terrorist,6.0,2.0,11.0,1.0,5.0,0.0
Quarterfinals,Mirage,The MongolZ,910,76561199203563345,Both,10.0,2.0,17.0,1.0,5.0,0.0
Quarterfinals,Mirage,The MongolZ,Mzinho,76561198838822582,Counter Terrorist,4.0,1.0,6.0,0.0,0.0,0.0
Quarterfinals,Mirage,The MongolZ,Mzinho,76561198838822582,Terrorist,11.0,2.0,9.0,2.0,4.0,1.0
Quarterfinals,Mirage,The MongolZ,Mzinho,76561198838822582,Both,15.0,3.0,15.0,2.0,4.0,1.0
Quarterfinals,Mirage,The MongolZ,Techno4K,76561198966340160,Counter Terrorist,5.0,3.0,5.0,0.0,0.0,0.0
Quarterfinals,Mirage,The MongolZ,Techno4K,76561198966340160,Terrorist,8.0,0.0,10.0,3.0,2.0,1.0
Quarterfinals,Mirage,The MongolZ,Techno4K,76561198966340160,Both,13.0,3.0,15.0,3.0,2.0,1.0
Quarterfinals,Mirage,The MongolZ,bLitz,76561198959824088,Counter Terrorist,4.0,3.0,6.0,0.0,0.0,0.0
Quarterfinals,Mirage,The MongolZ,bLitz,76561198959824088,Terrorist,8.0,3.0,10.0,7.0,2.0,3.0
Quarterfinals,Mirage,The MongolZ,bLitz,76561198959824088,Both,12.0,6.0,16.0,7.0,2.0,3.0
Quarterfinals,Mirage,The MongolZ,controlez,76561198362438171,Counter Terrorist,4.0,1.0,6.0,0.0,0.0,0.0
Quarterfinals,Mirage,The MongolZ,controlez,76561198362438171,Terrorist,3.0,2.0,10.0,3.0,1.0,2.0
Quarterfinals,Mirage,The MongolZ,controlez,76561198362438171,Both,7.0,3.0,16.0,3.0,1.0,2.0
Quarterfinals,Nuke,FaZe Clan,Twistzz,76561198016255205,Counter Terrorist,8.0,1.0,8.0,4.0,3.0,5.0
Quarterfinals,Nuke,FaZe Clan,Twistzz,76561198016255205,Terrorist,8.0,0.0,7.0,7.0,8.0,0.0
Quarterfinals,Nuke,FaZe Clan,Twistzz,76561198016255205,Both,16.0,1.0,15.0,11.0,11.0,5.0
Quarterfinals,Nuke,FaZe Clan,broky,76561198201620490,Counter Terrorist,13.0,0.0,7.0,2.0,2.0,2.0
Quarterfinals,Nuke,FaZe Clan,broky,76561198201620490,Terrorist,11.0,6.0,5.0,6.0,9.0,0.0
Quarterfinals,Nuke,FaZe Clan,broky,76561198201620490,Both,24.0,6.0,12.0,8.0,11.0,2.0
Quarterfinals,Nuke,FaZe Clan,frozen,76561198068422762,Counter Terrorist,10.0,2.0,10.0,3.0,2.0,0.0
Quarterfinals,Nuke,FaZe Clan,frozen,76561198068422762,Terrorist,8.0,3.0,8.0,10.0,5.0,9.0
Quarterfinals,Nuke,FaZe Clan,frozen,76561198068422762,Both,18.0,5.0,18.0,13.0,7.0,9.0
Quarterfinals,Nuke,FaZe Clan,jcobbb,76561198178737429,Counter Terrorist,6.0,4.0,9.0,3.0,4.0,2.0
Quarterfinals,Nuke,FaZe Clan,jcobbb,76561198178737429,Terrorist,10.0,3.0,9.0,2.0,6.0,2.0
Quarterfinals,Nuke,FaZe Clan,jcobbb,76561198178737429,Both,16.0,7.0,18.0,5.0,10.0,4.0
Quarterfinals,Nuke,FaZe Clan,karrigan,76561197989430253,Counter Terrorist,7.0,2.0,10.0,2.0,4.0,2.0
Quarterfinals,Nuke,FaZe Clan,karrigan,76561197989430253,Terrorist,4.0,3.0,6.0,19.0,8.0,1.0
Quarterfinals,Nuke,FaZe Clan,karrigan,76561197989430253,Both,11.0,5.0,16.0,21.0,12.0,3.0
Quarterfinals,Nuke,MOUZ,Brollan,76561198138828475,Counter Terrorist,9.0,2.0,8.0,11.0,9.0,1.0
Quarterfinals,Nuke,MOUZ,Brollan,76561198138828475,Terrorist,10.0,3.0,9.0,9.0,5.0,0.0
Quarterfinals,Nuke,MOUZ,Brollan,76561198138828475,Both,19.0,5.0,17.0,20.0,14.0,1.0
Quarterfinals,Nuke,MOUZ,Jimpphat,76561198855375325,Counter Terrorist,6.0,5.0,8.0,8.0,10.0,3.0
Quarterfinals,Nuke,MOUZ,Jimpphat,76561198855375325,Terrorist,10.0,0.0,9.0,2.0,1.0,4.0
Quarterfinals,Nuke,MOUZ,Jimpphat,76561198855375325,Both,16.0,5.0,17.0,10.0,11.0,7.0
Quarterfinals,Nuke,MOUZ,Spinx,76561198063336407,Counter Terrorist,5.0,2.0,9.0,9.0,12.0,7.0
Quarterfinals,Nuke,MOUZ,Spinx,76561198063336407,Terrorist,10.0,2.0,10.0,1.0,2.0,1.0
Quarterfinals,Nuke,MOUZ,Spinx,76561198063336407,Both,15.0,4.0,19.0,10.0,14.0,8.0
Quarterfinals,Nuke,MOUZ,torzsi,76561198355739212,Counter Terrorist,9.0,1.0,8.0,4.0,10.0,7.0
Quarterfinals,Nuke,MOUZ,torzsi,76561198355739212,Terrorist,6.0,3.0,8.0,1.0,4.0,0.0
Quarterfinals,Nuke,MOUZ,torzsi,76561198355739212,Both,15.0,4.0,16.0,5.0,14.0,7.0
Quarterfinals,Nuke,MOUZ,xertioN,76561198193174134,Counter Terrorist,6.0,2.0,8.0,5.0,11.0,7.0
Quarterfinals,Nuke,MOUZ,xertioN,76561198193174134,Terrorist,9.0,6.0,9.0,5.0,3.0,1.0
Quarterfinals,Nuke,MOUZ,xertioN,76561198193174134,Both,15.0,8.0,17.0,10.0,14.0,8.0
Quarterfinals,Nuke,Team Falcons,NiKo,76561198041683378,Counter Terrorist,1.0,0.0,5.0,1.0,0.0,1.0
Quarterfinals,Nuke,Team Falcons,NiKo,76561198041683378,Terrorist,6.0,0.0,11.0,4.0,3.0,0.0
Quarterfinals,Nuke,Team Falcons,NiKo,76561198041683378,Both,7.0,0.0,16.0,5.0,3.0,1.0
Quarterfinals,Nuke,Team Falcons,TeSeS,76561197996678278,Counter Terrorist,2.0,0.0,5.0,1.0,2.0,0.0
Quarterfinals,Nuke,Team Falcons,TeSeS,76561197996678278,Terrorist,1.0,0.0,10.0,5.0,4.0,8.0
Quarterfinals,Nuke,Team Falcons,TeSeS,76561197996678278,Both,3.0,0.0,15.0,6.0,6.0,8.0
Quarterfinals,Nuke,Team Falcons,kyousuke,76561199032006224,Counter Terrorist,3.0,0.0,5.0,0.0,1.0,0.0
Quarterfinals,Nuke,Team Falcons,kyousuke,76561199032006224,Terrorist,11.0,5.0,11.0,2.0,1.0,1.0
Quarterfinals,Nuke,Team Falcons,kyousuke,76561199032006224,Both,14.0,5.0,16.0,2.0,2.0,1.0
Quarterfinals,Nuke,Team Falcons,kyxsan,76561198057282432,Counter Terrorist,0.0,1.0,5.0,1.0,0.0,0.0
Quarterfinals,Nuke,Team Falcons,kyxsan,76561198057282432,Terrorist,3.0,3.0,10.0,19.0,6.0,1.0
Quarterfinals,Nuke,Team Falcons,kyxsan,76561198057282432,Both,3.0,4.0,15.0,20.0,6.0,1.0
Quarterfinals,Nuke,Team Falcons,m0NESY,76561198074762801,Counter Terrorist,0.0,0.0,5.0,0.0,1.0,0.0
Quarterfinals,Nuke,Team Falcons,m0NESY,76561198074762801,Terrorist,11.0,1.0,8.0,3.0,2.0,3.0
Quarterfinals,Nuke,Team Falcons,m0NESY,76561198074762801,Both,11.0,1.0,13.0,3.0,3.0,3.0
Quarterfinals,Nuke,Team Spirit,chopper,76561198045898864,Counter Terrorist,6.0,3.0,8.0,8.0,13.0,7.0
Quarterfinals,Nuke,Team Spirit,chopper,76561198045898864,Terrorist,5.0,0.0,1.0,4.0,1.0,0.0
Quarterfinals,Nuke,Team Spirit,chopper,76561198045898864,Both,11.0,3.0,9.0,12.0,14.0,7.0
Quarterfinals,Nuke,Team Spirit,donk,76561198386265483,Counter Terrorist,10.0,0.0,5.0,6.0,13.0,4.0
Quarterfinals,Nuke,Team Spirit,donk,76561198386265483,Terrorist,6.0,0.0,1.0,2.0,0.0,0.0
Quarterfinals,Nuke,Team Spirit,donk,76561198386265483,Both,16.0,0.0,6.0,8.0,13.0,4.0
Quarterfinals,Nuke,Team Spirit,sh1ro,76561198081484775,Counter Terrorist,9.0,3.0,4.0,6.0,10.0,6.0
Quarterfinals,Nuke,Team Spirit,sh1ro,76561198081484775,Terrorist,2.0,2.0,1.0,4.0,1.0,1.0
Quarterfinals,Nuke,Team Spirit,sh1ro,76561198081484775,Both,11.0,5.0,5.0,10.0,11.0,7.0
Quarterfinals,Nuke,Team Spirit,tN1R,76561198872013168,Counter Terrorist,7.0,4.0,7.0,9.0,14.0,7.0
Quarterfinals,Nuke,Team Spirit,tN1R,76561198872013168,Terrorist,9.0,0.0,2.0,0.0,2.0,2.0
Quarterfinals,Nuke,Team Spirit,tN1R,76561198872013168,Both,16.0,4.0,9.0,9.0,16.0,9.0
Quarterfinals,Nuke,Team Spirit,zweih,76561198210626739,Counter Terrorist,18.0,2.0,8.0,7.0,14.0,3.0
Quarterfinals,Nuke,Team Spirit,zweih,76561198210626739,Terrorist,3.0,0.0,1.0,1.0,3.0,0.0
Quarterfinals,Nuke,Team Spirit,zweih,76561198210626739,Both,21.0,2.0,9.0,8.0,17.0,3.0
Quarterfinals,Train,FURIA Esports,FalleN,76561197960690195,Counter Terrorist,6.0,1.0,10.0,5.0,10.0,5.0
Quarterfinals,Train,FURIA Esports,FalleN,76561197960690195,Terrorist,2.0,0.0,3.0,0.0,1.0,0.0
Quarterfinals,Train,FURIA Esports,FalleN,76561197960690195,Both,8.0,1.0,13.0,5.0,11.0,5.0
Quarterfinals,Train,FURIA Esports,KSCERATO,76561198058500492,Counter Terrorist,10.0,4.0,9.0,12.0,8.0,8.0
Quarterfinals,Train,FURIA Esports,KSCERATO,76561198058500492,Terrorist,2.0,1.0,3.0,2.0,1.0,2.0
Quarterfinals,Train,FURIA Esports,KSCERATO,76561198058500492,Both,12.0,5.0,12.0,14.0,9.0,10.0
Quarterfinals,Train,FURIA Esports,YEKINDAR,76561198134401925,Counter Terrorist,6.0,5.0,10.0,8.0,12.0,3.0
Quarterfinals,Train,FURIA Esports,YEKINDAR,76561198134401925,Terrorist,1.0,1.0,4.0,2.0,1.0,0.0
Quarterfinals,Train,FURIA Esports,YEKINDAR,76561198134401925,Both,7.0,6.0,14.0,10.0,13.0,3.0
Quarterfinals,Train,FURIA Esports,molodoy,76561198200982290,Counter Terrorist,4.0,1.0,9.0,3.0,2.0,2.0
Quarterfinals,Train,FURIA Esports,molodoy,76561198200982290,Terrorist,3.0,1.0,4.0,1.0,1.0,0.0
Quarterfinals,Train,FURIA Esports,molodoy,76561198200982290,Both,7.0,2.0,13.0,4.0,3.0,2.0
Quarterfinals,Train,FURIA Esports,yuurih,76561198164970560,Counter Terrorist,6.0,2.0,8.0,9.0,10.0,7.0
Quarterfinals,Train,FURIA Esports,yuurih,76561198164970560,Terrorist,0.0,0.0,3.0,0.0,0.0,1.0
Quarterfinals,Train,FURIA Esports,yuurih,76561198164970560,Both,6.0,2.0,11.0,9.0,10.0,8.0
Quarterfinals,Train,Natus Vincere,Aleksib,76561198013243326,Counter Terrorist,2.0,0.0,1.0,2.0,2.0,1.0
Quarterfinals,Train,Natus Vincere,Aleksib,76561198013243326,Terrorist,6.0,3.0,7.0,10.0,10.0,9.0
Quarterfinals,Train,Natus Vincere,Aleksib,76561198013243326,Both,8.0,3.0,8.0,12.0,12.0,10.0
Quarterfinals,Train,Natus Vincere,b1t,76561198246607476,Counter Terrorist,3.0,1.0,1.0,0.0,1.0,0.0
Quarterfinals,Train,Natus Vincere,b1t,76561198246607476,Terrorist,10.0,5.0,5.0,8.0,9.0,7.0
Quarterfinals,Train,Natus Vincere,b1t,76561198246607476,Both,13.0,6.0,6.0,8.0,10.0,7.0
Quarterfinals,Train,Natus Vincere,iM,76561198050250233,Counter Terrorist,3.0,1.0,2.0,0.0,1.0,1.0
Quarterfinals,Train,Natus Vincere,iM,76561198050250233,Terrorist,6.0,3.0,9.0,10.0,10.0,6.0
Quarterfinals,Train,Natus Vincere,iM,76561198050250233,Both,9.0,4.0,11.0,10.0,11.0,7.0
Quarterfinals,Train,Natus Vincere,makazze,76561199076189612,Counter Terrorist,9.0,1.0,1.0,0.0,1.0,1.0
Quarterfinals,Train,Natus Vincere,makazze,76561199076189612,Terrorist,11.0,2.0,7.0,7.0,12.0,8.0
Quarterfinals,Train,Natus Vincere,makazze,76561199076189612,Both,20.0,3.0,8.0,7.0,13.0,9.0
Quarterfinals,Train,Natus Vincere,w0nderful,76561199063068840,Counter Terrorist,0.0,0.0,3.0,1.0,0.0,1.0
Quarterfinals,Train,Natus Vincere,w0nderful,76561199063068840,Terrorist,13.0,1.0,4.0,14.0,5.0,0.0
Quarterfinals,Train,Natus Vincere,w0nderful,76561199063068840,Both,13.0,1.0,7.0,15.0,5.0,1.0
Semifinals,Ancient,FaZe Clan,Twistzz,76561198016255205,Counter Terrorist,6.0,1.0,9.0,3.0,7.0,2.0
Semifinals,Ancient,FaZe Clan,Twistzz,76561198016255205,Terrorist,3.0,2.0,6.0,0.0,0.0,0.0
Semifinals,Ancient,FaZe Clan,Twistzz,76561198016255205,Both,9.0,3.0,15.0,3.0,7.0,2.0
Semifinals,Ancient,FaZe Clan,broky,76561198201620490,Counter Terrorist,6.0,1.0,9.0,7.0,2.0,1.0
Semifinals,Ancient,FaZe Clan,broky,76561198201620490,Terrorist,4.0,4.0,4.0,1.0,1.0,1.0
Semifinals,Ancient,FaZe Clan,broky,76561198201620490,Both,10.0,5.0,13.0,8.0,3.0,2.0
Semifinals,Ancient,FaZe Clan,frozen,76561198068422762,Counter Terrorist,3.0,1.0,10.0,0.0,4.0,0.0
Semifinals,Ancient,FaZe Clan,frozen,76561198068422762,Terrorist,2.0,0.0,3.0,1.0,1.0,0.0
Semifinals,Ancient,FaZe Clan,frozen,76561198068422762,Both,5.0,1.0,13.0,1.0,5.0,0.0
Semifinals,Ancient,FaZe Clan,jcobbb,76561198178737429,Counter Terrorist,3.0,3.0,7.0,3.0,10.0,4.0
Semifinals,Ancient,FaZe Clan,jcobbb,76561198178737429,Terrorist,7.0,1.0,4.0,1.0,0.0,0.0
Semifinals,Ancient,FaZe Clan,jcobbb,76561198178737429,Both,10.0,4.0,11.0,4.0,10.0,4.0
Semifinals,Ancient,FaZe Clan,karrigan,76561197989430253,Counter Terrorist,5.0,4.0,10.0,4.0,5.0,2.0
Semifinals,Ancient,FaZe Clan,karrigan,76561197989430253,Terrorist,3.0,1.0,4.0,2.0,0.0,1.0
Semifinals,Ancient,FaZe Clan,karrigan,76561197989430253,Both,8.0,5.0,14.0,6.0,5.0,3.0
Semifinals,Ancient,Natus Vincere,Aleksib,76561198013243326,Counter Terrorist,2.0,3.0,5.0,0.0,0.0,0.0
Semifinals,Ancient,Natus Vincere,Aleksib,76561198013243326,Terrorist,7.0,3.0,8.0,3.0,4.0,2.0
Semifinals,Ancient,Natus Vincere,Aleksib,76561198013243326,Both,9.0,6.0,13.0,3.0,4.0,2.0
Semifinals,Ancient,Natus Vincere,b1t,76561198246607476,Counter Terrorist,3.0,2.0,3.0,1.0,2.0,0.0
Semifinals,Ancient,Natus Vincere,b1t,76561198246607476,Terrorist,6.0,2.0,5.0,6.0,3.0,2.0
Semifinals,Ancient,Natus Vincere,b1t,76561198246607476,Both,9.0,4.0,8.0,7.0,5.0,2.0
Semifinals,Ancient,Natus Vincere,iM,76561198050250233,Counter Terrorist,6.0,1.0,5.0,0.0,0.0,1.0
Semifinals,Ancient,Natus Vincere,iM,76561198050250233,Terrorist,10.0,3.0,4.0,5.0,4.0,4.0
Semifinals,Ancient,Natus Vincere,iM,76561198050250233,Both,16.0,4.0,9.0,5.0,4.0,5.0
Semifinals,Ancient,Natus Vincere,makazze,76561199076189612,Counter Terrorist,5.0,2.0,4.0,0.0,0.0,1.0
Semifinals,Ancient,Natus Vincere,makazze,76561199076189612,Terrorist,16.0,5.0,4.0,0.0,4.0,4.0
Semifinals,Ancient,Natus Vincere,makazze,76561199076189612,Both,21.0,7.0,8.0,0.0,4.0,5.0
Semifinals,Ancient,Natus Vincere,w0nderful,76561199063068840,Counter Terrorist,5.0,1.0,2.0,1.0,0.0,0.0
Semifinals,Ancient,Natus Vincere,w0nderful,76561199063068840,Terrorist,5.0,5.0,3.0,6.0,5.0,0.0
Semifinals,Ancient,Natus Vincere,w0nderful,76561199063068840,Both,10.0,6.0,5.0,7.0,5.0,0.0
Semifinals,Dust2,Team Spirit,chopper,76561198045898864,Counter Terrorist,3.0,1.0,5.0,0.0,1.0,0.0
Semifinals,Dust2,Team Spirit,chopper,76561198045898864,Terrorist,4.0,0.0,10.0,4.0,2.0,0.0
Semifinals,Dust2,Team Spirit,chopper,76561198045898864,Both,7.0,1.0,15.0,4.0,3.0,0.0
Semifinals,Dust2,Team Spirit,donk,76561198386265483,Counter Terrorist,6.0,2.0,7.0,0.0,0.0,2.0
Semifinals,Dust2,Team Spirit,donk,76561198386265483,Terrorist,7.0,1.0,8.0,0.0,3.0,0.0
Semifinals,Dust2,Team Spirit,donk,76561198386265483,Both,13.0,3.0,15.0,0.0,3.0,2.0
Semifinals,Dust2,Team Spirit,sh1ro,76561198081484775,Counter Terrorist,4.0,0.0,8.0,0.0,0.0,1.0
Semifinals,Dust2,Team Spirit,sh1ro,76561198081484775,Terrorist,6.0,3.0,7.0,3.0,2.0,0.0
Semifinals,Dust2,Team Spirit,sh1ro,76561198081484775,Both,10.0,3.0,15.0,3.0,2.0,1.0
Semifinals,Dust2,Team Spirit,tN1R,76561198872013168,Counter Terrorist,4.0,7.0,5.0,2.0,0.0,0.0
Semifinals,Dust2,Team Spirit,tN1R,76561198872013168,Terrorist,7.0,3.0,8.0,1.0,1.0,0.0
Semifinals,Dust2,Team Spirit,tN1R,76561198872013168,Both,11.0,10.0,13.0,3.0,1.0,0.0
Semifinals,Dust2,Team Spirit,zweih,76561198210626739,Counter Terrorist,3.0,1.0,7.0,0.0,0.0,0.0
Semifinals,Dust2,Team Spirit,zweih,76561198210626739,Terrorist,9.0,2.0,8.0,3.0,0.0,1.0
Semifinals,Dust2,Team Spirit,zweih,76561198210626739,Both,12.0,3.0,15.0,3.0,0.0,1.0
Semifinals,Dust2,Team Vitality,ZywOo,76561198113666193,Counter Terrorist,10.0,3.0,7.0,4.0,3.0,2.0
Semifinals,Dust2,Team Vitality,ZywOo,76561198113666193,Terrorist,8.0,5.0,2.0,1.0,0.0,0.0
Semifinals,Dust2,Team Vitality,ZywOo,76561198113666193,Both,18.0,8.0,9.0,5.0,3.0,2.0
Semifinals,Dust2,Team Vitality,apEX,76561197989744167,Counter Terrorist,8.0,6.0,5.0,2.0,4.0,3.0
Semifinals,Dust2,Team Vitality,apEX,76561197989744167,Terrorist,4.0,1.0,5.0,0.0,0.0,0.0
Semifinals,Dust2,Team Vitality,apEX,76561197989744167,Both,12.0,7.0,10.0,2.0,4.0,3.0
Semifinals,Dust2,Team Vitality,flameZ,76561197978835160,Counter Terrorist,9.0,1.0,5.0,3.0,9.0,3.0
Semifinals,Dust2,Team Vitality,flameZ,76561197978835160,Terrorist,9.0,2.0,4.0,0.0,0.0,0.0
Semifinals,Dust2,Team Vitality,flameZ,76561197978835160,Both,18.0,3.0,9.0,3.0,9.0,3.0
Semifinals,Dust2,Team Vitality,mezii,76561197973140692,Counter Terrorist,5.0,3.0,10.0,1.0,6.0,0.0
Semifinals,Dust2,Team Vitality,mezii,76561197973140692,Terrorist,5.0,3.0,4.0,0.0,0.0,0.0
Semifinals,Dust2,Team Vitality,mezii,76561197973140692,Both,10.0,6.0,14.0,1.0,6.0,0.0
Semifinals,Dust2,Team Vitality,ropz,76561197991272318,Counter Terrorist,9.0,1.0,6.0,2.0,5.0,3.0
Semifinals,Dust2,Team Vitality,ropz,76561197991272318,Terrorist,6.0,2.0,5.0,0.0,0.0,2.0
Semifinals,Dust2,Team Vitality,ropz,76561197991272318,Both,15.0,3.0,11.0,2.0,5.0,5.0
Semifinals,Inferno,FaZe Clan,Twistzz,76561198016255205,Counter Terrorist,10.0,3.0,5.0,9.0,14.0,3.0
Semifinals,Inferno,FaZe Clan,Twistzz,76561198016255205,Terrorist,10.0,2.0,5.0,2.0,2.0,2.0
Semifinals,Inferno,FaZe Clan,Twistzz,76561198016255205,Both,20.0,5.0,10.0,11.0,16.0,5.0
Semifinals,Inferno,FaZe Clan,broky,76561198201620490,Counter Terrorist,11.0,5.0,6.0,4.0,16.0,2.0
Semifinals,Inferno,FaZe Clan,broky,76561198201620490,Terrorist,9.0,2.0,7.0,4.0,1.0,0.0
Semifinals,Inferno,FaZe Clan,broky,76561198201620490,Both,20.0,7.0,13.0,8.0,17.0,2.0
Semifinals,Inferno,FaZe Clan,frozen,76561198068422762,Counter Terrorist,9.0,6.0,6.0,5.0,15.0,4.0
Semifinals,Inferno,FaZe Clan,frozen,76561198068422762,Terrorist,4.0,3.0,8.0,2.0,1.0,1.0
